GEO_ID,county,ln_hh_inc_x,eqi_2jan2018_vc,Total,population.x,superfund,county_ascii,county_full,county_fips,state_id,state_name,lat,lng,population.y
0500000US29125,"Maries County, MO",8.1928473,-0.007823657,476,46005,TRUE,Maries,Maries County,29125,MO,Missouri,38.1616,-91.9249,8803
0500000US12083,"Marion County, FL",11.805342,0.019734291,20484,1634174,TRUE,Marion,Marion County,12083,FL,Florida,29.2102,-82.0567,353526
0500000US18097,"Marion County, IN",12.785718,0.627431691,36534,4453397,TRUE,Marion,Marion County,18097,IN,Indiana,39.7817,-86.1385,951869
0500000US28091,"Marion County, MS",9.1748171,0.358784944,1682,133793,TRUE,Marion,Marion County,28091,MS,Mississippi,31.2308,-89.8224,24990
0500000US39101,"Marion County, OH",10.121136,1.456318498,3338,332670,TRUE,Marion,Marion County,39101,OH,Ohio,40.5872,-83.1609,65299
0500000US54049,"Marion County, WV",10.032057,0.223088279,3423,281714,TRUE,Marion,Marion County,54049,WV,West Virginia,39.51,-80.2434,56355
0500000US26103,"Marquette County, MI",10.151831,-0.288735449,2987,332514,TRUE,Marquette,Marquette County,26103,MI,Michigan,46.4314,-87.6416,66686
0500000US21157,"Marshall County, KY",9.45681,0.567325592,1956,156924,TRUE,Marshall,Marshall County,21157,KY,Kentucky,36.8834,-88.3294,31192
0500000US47117,"Marshall County, TN",9.3679419,0.766847372,1478,149443,TRUE,Marshall,Marshall County,47117,TN,Tennessee,35.4689,-86.765,32965
0500000US54051,"Marshall County, WV",9.5465984,0.931056321,1943,166868,TRUE,Marshall,Marshall County,54051,WV,West Virginia,39.8606,-80.6634,31308
0500000US12085,"Martin County, FL",10.988728,-0.32966882,8436,721537,TRUE,Martin,Martin County,12085,FL,Florida,27.0775,-80.4315,159065
0500000US26105,"Mason County, MI",9.4189796,-0.243491992,1557,143560,TRUE,Mason,Mason County,26105,MI,Michigan,43.9952,-86.25,28954
0500000US54053,"Mason County, WV",9.2994499,1.244123816,1600,135116,TRUE,Mason,Mason County,54053,WV,West Virginia,38.7697,-82.0266,26820
0500000US40087,"McClain County, OK",9.3774633,0.075809352,1451,165324,TRUE,McClain,McClain County,40087,OK,Oklahoma,35.0093,-97.4443,39247
0500000US45065,"McCormick County, SC",8.3226376,0.710955024,618,51020,TRUE,McCormick,McCormick County,45065,SC,South Carolina,33.8996,-82.3099,9531
0500000US21145,"McCracken County, KY",10.223431,0.101412773,3871,326109,TRUE,McCracken,McCracken County,21145,KY,Kentucky,37.054,-88.7127,65268
0500000US42083,"McKean County, PA",9.7598476,-0.044260651,2592,219361,TRUE,McKean,McKean County,42083,PA,Pennsylvania,41.8077,-78.569,41401
0500000US35031,"McKinley County, NM",9.7774143,-0.466035962,2407,353008,TRUE,McKinley,McKinley County,35031,NM,New Mexico,35.5807,-108.2618,72438
0500000US21149,"McLean County, KY",8.225771,0.891887188,593,48189,TRUE,McLean,McLean County,21149,KY,Kentucky,37.5292,-87.2636,9283
0500000US46093,"Meade County, SD",9.1813231,-1.166622877,974,125759,TRUE,Meade,Meade County,46093,SD,South Dakota,44.5668,-102.7169,27717
0500000US37119,"Mecklenburg County, NC",12.766808,0.497216076,25035,4410007,TRUE,Mecklenburg,Mecklenburg County,37119,NC,North Carolina,35.2467,-80.8328,1074475
0500000US06045,"Mendocino County, CA",10.445056,-1.183164358,4035,437447,TRUE,Mendocino,Mendocino County,06045,CA,California,39.4402,-123.3915,87224
0500000US06047,"Merced County, CA",11.20621,1.076407909,7327,1252511,TRUE,Merced,Merced County,06047,CA,California,37.1919,-120.7177,271382
0500000US42085,"Mercer County, PA",10.751093,0.04757661,7111,586560,TRUE,Mercer,Mercer County,42085,PA,Pennsylvania,41.3022,-80.2577,111518
0500000US12086,"Miami-Dade County, FL",13.626232,-0.427287042,90109,12217927,TRUE,Miami-Dade,Miami-Dade County,12086,FL,Florida,25.615,-80.5623,2699428
0500000US39109,"Miami County, OH",10.623447,1.13799727,4613,511620,TRUE,Miami,Miami County,39109,OH,Ohio,40.0535,-84.2289,105371
0500000US39109,"Miami County, OH",10.623447,1.13799727,4613,511620,TRUE,Miami,Miami County,39109,OH,Ohio,40.0535,-84.2289,105371
0500000US12086,"Miami-Dade County, FL",13.626232,-0.427287042,90109,12217927,TRUE,Miami-Dade,Miami-Dade County,12086,FL,Florida,25.615,-80.5623,2699428
0500000US09007,"Middlesex County, CT",11.112075,0.901361167,6864,823847,TRUE,Middlesex,Middlesex County,09007,CT,Connecticut,41.4632,-72.5351,163053
0500000US25017,"Middlesex County, MA",13.258374,1.181205153,53465,7394532,TRUE,Middlesex,Middlesex County,25017,MA,Massachusetts,42.4856,-71.3918,1600842
0500000US34023,"Middlesex County, NJ",12.533209,1.975271583,27564,3993280,TRUE,Middlesex,Middlesex County,34023,NJ,New Jersey,40.4391,-74.4117,825920
0500000US26111,"Midland County, MI",10.42115,0.7156201,3306,418166,TRUE,Midland,Midland County,26111,MI,Michigan,43.6468,-84.3881,83355
0500000US48329,"Midland County, TX",10.802062,-0.20025076,4758,660410,TRUE,Midland,Midland County,48329,TX,Texas,31.8691,-102.0316,168167
0500000US42087,"Mifflin County, PA",9.8548746,0.79076165,2542,232930,TRUE,Mifflin,Mifflin County,42087,PA,Pennsylvania,40.6104,-77.617,46276
0500000US19129,"Mills County, IA",8.6271229,-0.147399411,704,75782,TRUE,Mills,Mills County,19129,IA,Iowa,41.0334,-95.6213,15034
0500000US55079,"Milwaukee County, WI",12.846272,-0.277317971,40538,4686871,TRUE,Milwaukee,Milwaukee County,55079,WI,Wisconsin,43.0072,-87.9668,951226
0500000US08079,"Mineral County, CO",6.0867748,-3.289356709,29,3814,TRUE,Mineral,Mineral County,08079,CO,Colorado,37.6689,-106.9241,824
0500000US30061,"Mineral County, MT",7.4730692,-2.252350569,251,20967,TRUE,Mineral,Mineral County,30061,MT,Montana,47.1472,-114.9983,4251
0500000US54057,"Mineral County, WV",9.3332653,0.841996491,1543,138972,TRUE,Mineral,Mineral County,54057,WV,West Virginia,39.4147,-78.9438,27167
0500000US46099,"Minnehaha County, SD",11.089225,-0.916873217,6054,828477,TRUE,Minnehaha,Minnehaha County,46099,SD,South Dakota,43.6742,-96.7915,188674
0500000US30063,"Missoula County, MT",10.695847,-1.507596731,3654,536245,TRUE,Missoula,Missoula County,30063,MT,Montana,47.0365,-113.9237,117309
0500000US13205,"Mitchell County, GA",9.0082245,0.288564265,1159,118483,TRUE,Mitchell,Mitchell County,13205,GA,Georgia,31.2253,-84.1943,22244
0500000US01097,"Mobile County, AL",11.940166,0.316071063,20290,2042813,TRUE,Mobile,Mobile County,01097,AL,Alabama,30.7872,-88.2058,414114
0500000US34025,"Monmouth County, NJ",12.356702,1.762306809,26086,3139975,TRUE,Monmouth,Monmouth County,34025,NJ,New Jersey,40.2603,-74.2213,621659
0500000US54061,"Monongalia County, WV",10.465187,0.348826438,3094,462974,TRUE,Monongalia,Monongalia County,54061,WV,West Virginia,39.6303,-80.0466,105474
0500000US18105,"Monroe County, IN",10.84716,0.513809264,3936,671764,TRUE,Monroe,Monroe County,18105,IN,Indiana,39.1609,-86.5231,146461
0500000US26115,"Monroe County, MI",10.973323,1.109051228,6372,764007,TRUE,Monroe,Monroe County,26115,MI,Michigan,41.9287,-83.5375,149727
0500000US39111,"Monroe County, OH",8.7281017,0.812189817,838,73809,TRUE,Monroe,Monroe County,39111,OH,Ohio,39.7274,-81.0829,13942
0500000US42089,"Monroe County, PA",11.002049,0.613186419,6289,840345,TRUE,Monroe,Monroe County,42089,PA,Pennsylvania,41.0581,-75.3395,168032
0500000US55081,"Monroe County, WI",9.7597322,1.283745885,1980,220204,TRUE,Monroe,Monroe County,55081,WI,Wisconsin,43.9457,-90.6178,45771
0500000US06053,"Monterey County, CA",11.735773,-0.246560857,11389,2035549,TRUE,Monterey,Monterey County,06053,CA,California,36.2172,-121.2392,433410
0500000US01101,"Montgomery County, AL",11.393826,-0.331512153,10196,1139610,TRUE,Montgomery,Montgomery County,01101,AL,Alabama,32.2203,-86.2076,226941
0500000US19137,"Montgomery County, IA",8.4160461,-0.954386115,757,54526,TRUE,Montgomery,Montgomery County,19137,IA,Iowa,41.0302,-95.1564,10053
0500000US39113,"Montgomery County, OH",12.317883,1.210264444,27553,2692398,TRUE,Montgomery,Montgomery County,39113,OH,Ohio,39.7546,-84.2906,531670
0500000US42091,"Montgomery County, PA",12.633498,0.598404884,35137,3951307,TRUE,Montgomery,Montgomery County,42091,PA,Pennsylvania,40.2108,-75.3673,823823
0500000US48339,"Montgomery County, TX",11.922024,0.763910711,13320,2135313,TRUE,Montgomery,Montgomery County,48339,TX,Texas,30.3002,-95.503,571949
0500000US42093,"Montour County, PA",8.8969984,0.992171884,1111,90743,TRUE,Montour,Montour County,42093,PA,Pennsylvania,41.0279,-76.6586,18259
0500000US08085,"Montrose County, CO",9.7010651,-1.33041358,1903,201424,TRUE,Montrose,Montrose County,08085,CO,Colorado,38.4022,-108.2693,41686
0500000US37125,"Moore County, NC",10.434998,0.494647294,4933,429246,TRUE,Moore,Moore County,37125,NC,North Carolina,35.3106,-79.4814,97294
0500000US01103,"Morgan County, AL",10.744515,0.638757408,5872,588026,TRUE,Morgan,Morgan County,01103,AL,Alabama,34.4535,-86.8529,119213
0500000US20127,"Morris County, KS",7.8648038,-0.437200636,370,29740,TRUE,Morris,Morris County,20127,KS,Kansas,38.6874,-96.6499,5566
0500000US34027,"Morris County, NJ",12.093117,1.408897996,17077,2448639,TRUE,Morris,Morris County,34027,NJ,New Jersey,40.862,-74.5445,493379
0500000US41049,"Morrow County, OR",8.2625589,1.085301638,372,55528,TRUE,Morrow,Morrow County,41049,OR,Oregon,45.4189,-119.5844,11303
0500000US41051,"Multnomah County, OR",12.606183,-0.166988403,26995,3557610,TRUE,Multnomah,Multnomah County,41051,OR,Oregon,45.5468,-122.4147,804606
0500000US26121,"Muskegon County, MI",11.094041,0.194343522,7975,866237,TRUE,Muskegon,Muskegon County,26121,MI,Michigan,43.2912,-86.152,173297
0500000US39119,"Muskingum County, OH",10.437668,0.644264221,4474,429689,TRUE,Muskingum,Muskingum County,39119,OH,Ohio,39.9654,-81.9444,86131
0500000US36059,"Nassau County, NY",13.000948,0.030221781,52866,6643702,TRUE,Nassau,Nassau County,36059,NY,New York,40.7328,-73.5864,1356509
0500000US56025,"Natrona County, WY",10.295428,-0.865168095,3121,367541,TRUE,Natrona,Natrona County,56025,WY,Wyoming,42.9621,-106.7985,80333
0500000US04017,"Navajo County, AZ",10.473506,0.204465181,4211,535197,TRUE,Navajo,Navajo County,04017,AZ,Arizona,35.3997,-110.3214,109270
0500000US51125,"Nelson County, VA",8.7847748,0.498625219,795,74962,TRUE,Nelson,Nelson County,51125,VA,Virginia,37.7874,-78.8868,14831
0500000US06057,"Nevada County, CA",10.627527,-0.067117713,4497,490898,TRUE,Nevada,Nevada County,06057,CA,California,39.3014,-120.7685,99244
0500000US10003,"New Castle County, DE",12.19854,1.081364512,20773,2667064,TRUE,New Castle,New Castle County,10003,DE,Delaware,39.5768,-75.6527,556165
0500000US37129,"New Hanover County, NC",11.334743,0.16076465,7818,985684,TRUE,New Hanover,New Hanover County,37129,NC,North Carolina,34.2328,-77.8847,227938
0500000US09009,"New Haven County, CT",12.709224,1.059171081,37533,4282929,TRUE,New Haven,New Haven County,09009,CT,Connecticut,41.4105,-72.9321,857513
0500000US09011,"New London County, CT",11.576745,1.27467227,11116,1361802,TRUE,New London,New London County,09011,CT,Connecticut,41.4866,-72.1015,267390
0500000US44005,"Newport County, RI",10.456539,0.752980232,3765,416300,TRUE,Newport,Newport County,44005,RI,Rhode Island,41.5564,-71.2368,82801
0500000US51700,"Newport News city, VA",11.165536,-0.394143939,6845,909115,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
0500000US29145,"Newton County, MO",9.9812813,0.561368704,2785,287801,TRUE,Newton,Newton County,29145,MO,Missouri,36.9055,-94.3393,58180
0500000US29145,"Newton County, MO",9.9812813,0.561368704,2785,287801,TRUE,Newton,Newton County,29145,MO,Missouri,36.9055,-94.3393,58180
0500000US36063,"Niagara County, NY",11.386818,2.83100462,11381,1080244,TRUE,Niagara,Niagara County,36063,NY,New York,43.2001,-78.7452,210820
0500000US27105,"Nobles County, MN",8.9952888,0.29345724,897,105153,TRUE,Nobles,Nobles County,27105,MN,Minnesota,43.6742,-95.7534,21734
0500000US51710,"Norfolk city, VA",11.351124,-0.328870952,9880,1210383,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
0500000US25021,"Norfolk County, MA",12.449724,0.156412259,26735,3308857,TRUE,Norfolk,Norfolk County,25021,MA,Massachusetts,42.1607,-71.2111,700437
0500000US42095,"Northampton County, PA",11.62562,0.813397408,13364,1472316,TRUE,Northampton,Northampton County,42095,PA,Pennsylvania,40.7542,-75.3076,302809
0500000US48355,"Nueces County, TX",11.704008,0.185671762,12691,1671594,TRUE,Nueces,Nueces County,48355,TX,Texas,27.7255,-97.6132,361540
0500000US26125,"Oakland County, MI",13.083706,0.559254408,46694,6004915,TRUE,Oakland,Oakland County,26125,MI,Michigan,42.6604,-83.3858,1253185
0500000US34029,"Ocean County, NJ",12.312215,1.511268497,34154,2845833,TRUE,Ocean,Ocean County,34029,NJ,New Jersey,39.8855,-74.2813,596415
0500000US48357,"Ochiltree County, TX",8.1699028,0.832806706,372,49779,TRUE,Ochiltree,Ochiltree County,48357,TX,Texas,36.2784,-100.8157,10131
0500000US21183,"Ohio County, KY",9.079092,0.991125464,1255,119207,TRUE,Ohio,Ohio County,21183,KY,Kentucky,37.4782,-86.8489,24071
0500000US53047,"Okanogan County, WA",9.6644049,-0.708270311,1922,201052,TRUE,Okanogan,Okanogan County,53047,WA,Washington,48.5488,-119.7408,41842
0500000US40109,"Oklahoma County, OK",12.540522,-0.376214087,31966,3517571,TRUE,Oklahoma,Oklahoma County,40109,OK,Oklahoma,35.5515,-97.4072,787216
0500000US21185,"Oldham County, KY",9.8668232,0.943301737,1538,293788,TRUE,Oldham,Oldham County,21185,KY,Kentucky,38.3994,-85.4483,65967
0500000US27109,"Olmsted County, MN",10.934285,0.047102977,4338,705958,TRUE,Olmsted,Olmsted County,27109,MN,Minnesota,44.0038,-92.4018,154809
0500000US36065,"Oneida County, NY",11.430174,1.210170984,12233,1172696,TRUE,Oneida,Oneida County,36065,NY,New York,43.2417,-75.4359,229959
0500000US36067,"Onondaga County, NY",12.120199,1.060446143,19942,2318343,TRUE,Onondaga,Onondaga County,36067,NY,New York,43.0058,-76.1946,462872
0500000US37133,"Onslow County, NC",10.944347,1.015301347,4245,844336,TRUE,Onslow,Onslow County,37133,NC,North Carolina,34.7321,-77.4321,195069
0500000US06059,"Orange County, CA",13.799892,0.64058131,85557,14818892,TRUE,Orange,Orange County,06059,CA,California,33.703,-117.7611,3168044
0500000US12095,"Orange County, FL",12.914113,-0.58364445,33172,5576924,TRUE,Orange,Orange County,12095,FL,Florida,28.5144,-81.3235,1349746
0500000US36071,"Orange County, NY",11.731089,0.821603715,12492,1850465,TRUE,Orange,Orange County,36071,NY,New York,41.4021,-74.3055,380085
0500000US48361,"Orange County, TX",10.350447,-0.474864662,4459,409977,TRUE,Orange,Orange County,48361,TX,Texas,30.1213,-93.8939,84069
0500000US50017,"Orange County, VT",9.3899078,-0.078767672,1170,145301,TRUE,Orange,Orange County,50017,VT,Vermont,44.0057,-72.3768,28908
0500000US36073,"Orleans County, NY",9.6637068,1.47227037,1893,215874,TRUE,Orleans,Orleans County,36073,NY,New York,43.2521,-78.2312,40904
0500000US22071,"Orleans Parish, LA",11.66683,-0.805245459,13671,1472397,TRUE,Orleans,Orleans Parish,22071,LA,Louisiana,30.0687,-89.9288,390845
0500000US36075,"Oswego County, NY",10.730926,0.782937109,5117,611097,TRUE,Oswego,Oswego County,36075,NY,New York,43.4269,-76.1414,118339
0500000US26139,"Ottawa County, MI",11.435245,1.007783175,8020,1306626,TRUE,Ottawa,Ottawa County,26139,MI,Michigan,42.9598,-85.9961,286558
0500000US40115,"Ottawa County, OK",9.4062357,-0.103532478,2231,160981,TRUE,Ottawa,Ottawa County,40115,OK,Oklahoma,36.8355,-94.8104,31454
0500000US27111,"Otter Tail County, MN",10.114194,0.460743397,3111,287736,TRUE,Otter Tail,Otter Tail County,27111,MN,Minnesota,46.4088,-95.708,58195
0500000US05103,"Ouachita County, AR",9.2793064,-1.251938224,1849,131450,TRUE,Ouachita,Ouachita County,05103,AR,Arkansas,33.5934,-92.8819,23830
0500000US55087,"Outagamie County, WI",11.142760000000001,0.71563971,5894,872070,TRUE,Outagamie,Outagamie County,55087,WI,Wisconsin,44.4161,-88.4649,185700
0500000US55089,"Ozaukee County, WI",10.429872,1.56959343,3490,429757,TRUE,Ozaukee,Ozaukee County,55089,WI,Wisconsin,43.384,-87.9509,88597
0500000US12099,"Palm Beach County, FL",13.167624,0.2085343,66200,6493518,TRUE,Palm Beach,Palm Beach County,12099,FL,Florida,26.6476,-80.4655,1465027
0500000US30067,"Park County, MT",8.8512335,-1.686184406,729,78788,TRUE,Park,Park County,30067,MT,Montana,45.4884,-110.5267,16352
0500000US48367,"Parker County, TX",10.608786,1.303261399,4366,560435,TRUE,Parker,Parker County,48367,TX,Texas,32.7777,-97.8051,133811
0500000US34031,"Passaic County, NJ",11.991815,0.831094682,18074,2480387,TRUE,Passaic,Passaic County,34031,NJ,New Jersey,41.0344,-74.3008,503637
0500000US40119,"Payne County, OK",10.265871,-0.001734746,2697,378337,TRUE,Payne,Payne County,40119,OK,Oklahoma,36.0773,-96.9756,81815
0500000US13225,"Peach County, GA",9.1067562,0.82102865,1176,134368,TRUE,Peach,Peach County,13225,GA,Georgia,32.5688,-83.8269,27145
0500000US28109,"Pearl River County, MS",9.9344044,0.396658212,2921,279663,TRUE,Pearl River,Pearl River County,28109,MS,Mississippi,30.7688,-89.5896,55219
0500000US46103,"Pennington County, SD",10.595109,-0.676490068,3468,489210,TRUE,Pennington,Pennington County,46103,SD,South Dakota,44.0037,-102.8238,110685
0500000US23019,"Penobscot County, ME",11.039428,-0.409242719,6934,764743,TRUE,Penobscot,Penobscot County,23019,ME,Maine,45.4006,-68.6495,151774
0500000US37145,"Person County, NC",9.6413431,0.524638474,2036,194715,TRUE,Person,Person County,37145,NC,North Carolina,36.39,-78.9718,39345
0500000US42101,"Philadelphia County, PA",13.261234,-0.577160299,73966,7522450,TRUE,Philadelphia,Philadelphia County,42101,PA,Pennsylvania,40.0077,-75.1339,1579075
0500000US39129,"Pickaway County, OH",9.8545599,1.588164926,2396,275535,TRUE,Pickaway,Pickaway County,39129,OH,Ohio,39.6419,-83.0244,57762
0500000US45077,"Pickens County, SC",10.693035,0.398240954,4957,589122,TRUE,Pickens,Pickens County,45077,SC,South Carolina,34.8873,-82.7252,124029
0500000US53053,"Pierce County, WA",12.596607,-0.284450918,28381,3913000,TRUE,Pierce,Pierce County,53053,WA,Washington,47.0241,-122.1046,877013
0500000US04019,"Pima County, AZ",12.852861,0.28662765,40584,4820420,TRUE,Pima,Pima County,04019,AZ,Arizona,32.0974,-111.7899,1027207
0500000US12103,"Pinellas County, FL",12.913243,-0.655804455,56641,4591136,TRUE,Pinellas,Pinellas County,12103,FL,Florida,27.9196,-82.7256,964666
0500000US08097,"Pitkin County, CO",8.9115295,-2.596883535,218,81928,TRUE,Pitkin,Pitkin County,08097,CO,Colorado,39.2171,-106.9166,17926
0500000US51143,"Pittsylvania County, VA",10.187275,1.183869123,3199,315753,TRUE,Pittsylvania,Pittsylvania County,51143,VA,Virginia,36.8213,-79.3971,61256
0500000US31141,"Platte County, NE",9.4236755,-0.565581024,1241,158289,TRUE,Platte,Platte County,31141,NE,Nebraska,41.5713,-97.5211,33174
0500000US05113,"Polk County, AR",9.0065088,-0.527320743,1355,102432,TRUE,Polk,Polk County,05113,AR,Arkansas,34.4859,-94.2281,20094
0500000US12105,"Polk County, FL",12.318012,0.638469458,28213,2949885,TRUE,Polk,Polk County,12105,FL,Florida,27.9489,-81.6976,686218
0500000US13233,"Polk County, GA",9.5903511,0.250856459,2258,205429,TRUE,Polk,Polk County,13233,GA,Georgia,34.0018,-85.1881,41908
0500000US19153,"Polk County, IA",12.033813,-0.06533505,14819,2094886,TRUE,Polk,Polk County,19153,IA,Iowa,41.6855,-93.5735,479612
0500000US47139,"Polk County, TN",8.7500496,-0.258494586,980,83452,TRUE,Polk,Polk County,47139,TN,Tennessee,35.1199,-84.5233,16814
0500000US39133,"Portage County, OH",11.031966,1.552913427,6176,799750,TRUE,Portage,Portage County,39133,OH,Ohio,41.1677,-81.1974,162511
0500000US51740,"Portsmouth city, VA",10.527419,-0.461884171,5147,483765,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
0500000US16077,"Power County, ID",7.8624973,0.484956503,273,38105,TRUE,Power,Power County,16077,ID,Idaho,42.6937,-112.8407,7671
